label	group	precision	recall
9	4	0.1099	0.87359
7	4	0.1097	0.91729
3	4	0.1096	0.94590
6	4	0.1093	0.96643
1	4	0.1090	0.97495
5	4	0.1087	0.98398
0	4	0.1083	0.99416
4	4	0.1082	0.99689
8	4	0.1080	0.99883
2	4	0.1077	1.00000
9	1	0.1206	0.96080
7	1	0.1164	0.97551
3	1	0.1138	0.98462
6	1	0.1117	0.99051
5	1	0.1107	0.99344
1	1	0.1097	0.99581
4	1	0.1094	0.99664
0	1	0.1082	0.99922
8	1	0.1078	0.99971
2	1	0.1074	1.00000
9	5	0.0486	0.89354
7	5	0.0481	0.93147
3	5	0.0478	0.95518
6	5	0.0475	0.97242
5	5	0.0473	0.98026
1	5	0.0471	0.98724
0	5	0.0469	0.99508
4	5	0.0468	0.99736
8	5	0.0467	0.99899
2	5	0.0465	1.00000
5	7	0.1869	0.01314
6	7	0.1868	0.03928
1	7	0.1849	0.05050
7	7	0.1797	0.09785
0	7	0.1784	0.11200
3	7	0.1759	0.14191
9	7	0.1646	0.99017
4	7	0.1645	0.99383
2	7	0.1645	0.99691
8	7	0.1643	1.00000
8	0	0.4828	0.01197
2	0	0.4714	0.02123
0	0	0.3649	0.04647
4	0	0.3534	0.05348
1	0	0.3270	0.06982
5	0	0.3095	0.08760
6	0	0.2873	0.12108
3	0	0.2719	0.16269
7	0	0.2590	0.22447
9	0	0.1661	1.00000
4	6	0.2964	0.00585
2	6	0.2848	0.01036
5	6	0.2724	0.02549
1	6	0.2670	0.03864
0	6	0.2627	0.05580
6	6	0.2556	0.08338
3	6	0.2473	0.11664
7	6	0.2402	0.16633
8	6	0.2397	0.17087
9	6	0.2020	1.00000
9	3	0.0345	0.89908
7	3	0.0341	0.93522
3	3	0.0339	0.95877
6	3	0.0336	0.97455
5	3	0.0334	0.98191
1	3	0.0333	0.98835
4	3	0.0332	0.99056
0	3	0.0330	0.99784
8	3	0.0329	0.99924
2	3	0.0329	1.00000
9	2	0.0287	0.90142
7	2	0.0284	0.93731
3	2	0.0282	0.95981
6	2	0.0279	0.97531
5	2	0.0278	0.98253
1	2	0.0277	0.98879
4	2	0.0276	0.99087
0	2	0.0274	0.99780
8	2	0.0274	0.99918
2	2	0.0273	1.00000
3	8	0.0521	0.03179
7	8	0.0517	0.07947
9	8	0.0486	0.93956
6	8	0.0486	0.96242
1	8	0.0486	0.97195
0	8	0.0485	0.98365
5	8	0.0484	0.99345
4	8	0.0483	0.99653
8	8	0.0482	0.99875
2	8	0.0481	1.00000
9	9	0.0995	0.87896
3	9	0.0994	0.90743
7	9	0.0989	0.94867
6	9	0.0985	0.96799
1	9	0.0982	0.97605
5	9	0.0979	0.98449
0	9	0.0975	0.99439
4	9	0.0974	0.99718
8	9	0.0972	0.99900
2	9	0.0969	1.00000
